cpu	memory	committed	bwin	bwout	nchan
3.4	176.8	202.1	4.5	4.5	2
5.6	176.8	202.1	4.3	4.2	2
6.6	176.8	202.1	4.8	4.7	2
2.8	176.8	202.1	4.6	4.5	2
2.5	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.8	3.8	2
3.4	176.8	202.1	4.2	4.2	2
4.7	176.8	202.1	4.6	4.4	2
4.7	176.8	202.1	4.5	4.4	2
6.2	176.8	202.1	4.3	4.3	2
4.1	176.8	202.1	4.4	4.3	2
4.1	176.8	202.1	4.1	4.0	2
4.0	176.8	202.1	4.2	4.2	2
5.8	176.8	202.1	4.4	4.4	2
6.9	176.8	202.1	4.1	4.2	2
5.0	176.8	202.1	4.4	4.4	2
4.7	176.8	202.1	4.0	3.9	2
1.9	176.8	202.1	3.9	4.0	2
5.0	176.8	202.1	4.0	4.0	2
6.5	176.8	202.1	4.0	4.1	2
4.4	176.8	202.1	3.9	4.0	2
4.4	176.8	202.1	3.8	3.8	2
3.7	176.8	202.1	3.8	3.8	2
2.8	176.8	202.1	4.0	4.0	2
4.7	176.8	202.1	4.0	4.0	2
5.3	176.8	202.1	4.4	4.4	2
1.2	176.8	202.1	4.4	4.3	2
2.5	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.8	3.9	2
2.5	176.8	202.1	4.1	4.1	2
2.8	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.8	3.8	2
3.1	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.9	3.9	2
2.8	176.8	202.1	3.9	3.9	2
1.2	176.8	202.1	3.8	3.8	2
1.9	176.8	202.1	3.9	3.8	2
3.1	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.9	3.9	2
3.1	176.8	202.1	4.3	4.2	2
2.8	176.8	202.1	3.9	3.8	2
1.9	176.8	202.1	3.8	3.8	2
2.5	176.8	202.1	3.8	3.9	2
1.2	176.8	202.1	3.9	3.8	2
4.1	176.8	202.1	3.8	3.9	2
3.4	176.8	202.1	3.7	3.8	2
3.4	176.8	202.1	4.0	3.9	2
3.1	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.8	3.8	2
2.8	176.8	202.1	3.9	3.9	2
1.6	176.8	202.1	3.7	3.7	2
2.2	176.8	202.1	3.9	3.8	2
1.6	176.8	202.1	3.7	3.5	2
1.6	176.8	202.1	3.8	3.7	2
1.6	176.8	202.1	3.7	3.7	2
1.2	176.8	202.1	3.9	3.8	2
1.9	176.8	202.1	4.1	4.1	2
3.1	176.8	202.1	4.0	4.1	2
3.1	176.8	202.1	4.0	4.0	2
2.5	176.8	202.1	4.1	4.1	2
2.2	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	4.0	3.9	2
2.8	176.8	202.1	3.9	3.8	2
1.6	176.8	202.1	4.0	4.0	2
1.9	176.8	202.1	3.9	4.0	2
1.9	176.8	202.1	3.9	3.9	2
3.7	176.8	202.1	4.7	4.5	2
5.1	176.8	202.1	5.3	5.9	2
6.3	176.8	202.1	4.9	5.0	2
7.5	176.8	202.1	4.5	5.2	2
3.7	176.8	202.1	4.3	5.0	2
3.4	176.8	202.1	4.5	4.3	2
5.0	176.8	202.1	4.9	5.0	2
3.1	176.8	202.1	4.6	4.8	2
5.9	176.8	202.1	4.6	4.8	2
5.9	176.8	202.1	4.9	5.8	2
4.1	176.8	202.1	4.9	4.8	2
3.4	176.8	202.1	4.6	4.7	2
7.2	176.8	202.1	5.0	5.0	2
5.2	176.8	202.1	5.1	5.2	2
4.7	176.8	202.1	4.7	4.9	2
4.7	176.8	202.1	4.9	4.9	2
2.8	176.8	202.1	4.3	4.7	2
4.1	176.8	202.1	4.7	4.8	2
3.4	176.8	202.1	3.7	3.5	2
5.3	176.8	202.1	4.3	4.7	2
4.8	176.8	202.1	4.8	5.1	2
3.1	176.8	202.1	4.4	4.9	2
1.9	176.8	202.1	3.8	4.2	2
2.8	176.8	202.1	3.8	4.1	2
4.0	176.8	202.1	4.2	4.4	2
4.4	176.8	202.1	4.4	4.4	2
3.7	176.8	202.1	4.0	4.2	2
4.7	176.8	202.1	4.2	4.1	2
3.7	176.8	202.1	4.3	4.4	2
5.3	176.8	202.1	4.0	4.4	2
3.1	176.8	202.1	3.9	4.4	2
4.4	176.8	202.1	4.0	4.9	2
2.2	176.8	202.1	3.3	3.8	2
1.9	176.8	202.1	3.3	3.4	2
3.4	176.8	202.1	3.5	3.6	2
4.1	176.8	202.1	3.7	3.9	2
2.5	176.8	202.1	3.9	4.3	2
2.8	176.8	202.1	3.9	4.6	2
5.9	176.8	202.1	3.9	4.1	2
2.5	176.8	202.1	3.4	3.5	2
2.8	176.8	202.1	3.2	3.2	2
1.9	176.8	202.1	3.6	3.6	2
4.1	176.8	202.1	3.3	3.3	2
3.4	176.8	202.1	3.8	3.9	2
3.7	176.8	202.1	3.4	3.6	2
3.4	176.8	202.1	3.4	3.5	2
2.2	176.8	202.1	3.5	3.4	2
2.5	176.8	202.1	3.4	3.4	2
2.8	176.8	202.1	3.7	3.9	2
3.4	176.8	202.1	3.7	4.0	2
2.2	176.8	202.1	3.6	3.6	2
3.4	176.8	202.1	3.6	3.6	2
4.7	176.8	202.1	3.4	3.5	2
0.3	176.8	202.1	3.2	3.2	2
2.2	176.8	202.1	3.5	3.6	2
3.1	176.8	202.1	3.7	4.3	2
3.4	176.8	202.1	3.9	4.2	2
4.4	176.8	202.1	3.8	4.4	2
3.4	176.8	202.1	3.2	3.2	2
3.4	176.8	202.1	3.8	3.8	2
4.7	176.8	202.1	4.4	4.3	2
3.4	176.8	202.1	3.7	3.7	2
5.3	176.8	202.1	4.0	3.9	2
3.4	176.8	202.1	3.9	4.1	2
3.7	176.8	202.1	3.9	4.4	2
3.4	176.8	202.1	3.8	3.9	2
4.1	176.8	202.1	5.0	4.9	2
3.1	176.8	202.1	4.2	4.4	2
5.9	176.8	202.1	4.4	4.6	2
4.4	176.8	202.1	4.6	4.5	2
4.4	176.8	202.1	4.1	4.3	2
4.1	176.8	202.1	4.7	4.5	2
5.9	176.8	202.1	4.9	4.8	2
4.4	176.8	202.1	4.3	4.3	2
3.1	176.8	202.1	4.5	4.4	2
4.4	176.8	202.1	4.4	4.5	2
5.3	176.8	202.1	4.6	4.6	2
3.7	176.8	202.1	4.3	4.5	2
4.4	176.8	202.1	5.0	4.9	2
4.7	176.8	202.1	4.7	4.7	2
5.3	176.8	202.1	4.5	4.6	2
3.7	176.8	202.1	4.5	4.4	2
3.1	176.8	202.1	4.5	4.4	2
5.3	176.8	202.1	4.2	4.1	2
5.3	176.8	202.1	4.2	4.4	2
3.7	176.8	202.1	4.7	4.9	2
5.0	176.8	202.1	4.7	4.9	2
2.2	176.8	202.1	4.7	4.4	2
5.6	176.8	202.1	4.9	4.9	2
4.4	176.8	202.1	5.0	5.0	2
4.7	176.8	202.1	4.8	4.8	2
5.3	176.8	202.1	4.6	4.9	2
5.6	176.8	202.1	4.9	4.8	2
2.2	176.8	202.1	4.4	4.5	2
3.7	176.8	202.1	4.7	4.8	2
3.4	176.8	202.1	4.7	4.8	2
4.7	176.8	202.1	4.8	4.9	2
3.1	176.8	202.1	4.6	4.5	2
5.0	176.8	202.1	4.9	4.9	2
4.1	176.8	202.1	4.9	4.8	2
4.1	176.8	202.1	4.9	4.9	2
5.3	176.8	202.1	4.7	4.6	2
5.3	176.8	202.1	3.9	5.1	2
3.4	176.8	202.1	4.4	4.5	2
2.8	176.8	202.1	4.3	4.3	2
3.1	176.8	202.1	4.8	5.4	2
4.1	176.8	202.1	4.9	5.4	2
4.7	176.8	202.1	4.7	5.4	2
4.4	176.8	202.1	4.8	5.2	2
6.2	176.8	202.1	4.8	6.2	2
5.6	176.8	202.1	4.9	4.8	2
3.4	176.8	202.1	5.0	5.0	2
5.9	176.8	202.1	5.0	5.4	2
4.7	176.8	202.1	4.1	4.9	2
4.7	176.8	202.1	4.7	4.9	2
5.9	176.8	202.1	5.0	5.0	2
5.3	176.8	202.1	4.7	5.0	2
3.7	176.8	202.1	4.4	4.6	2
2.8	176.8	202.1	4.7	5.4	2
4.1	176.8	202.1	4.3	4.6	2
5.0	176.8	202.1	4.6	4.5	2
3.7	176.8	202.1	4.5	4.5	2
6.5	176.8	202.1	5.1	5.1	2
6.9	176.8	202.1	4.8	5.0	2
4.1	176.8	202.1	4.7	4.8	2
4.5	176.8	202.1	4.4	4.1	2
5.9	176.9	202.1	3.9	4.0	2
4.7	176.9	202.1	4.5	4.8	2
2.2	176.9	202.1	4.6	4.6	2
1.9	176.9	202.1	4.1	4.1	2
3.4	176.9	202.1	4.1	4.0	2
4.1	176.9	202.1	4.1	4.9	2
3.7	176.9	202.1	4.4	4.4	2
5.0	176.9	202.1	4.9	5.2	2
5.0	176.9	202.1	5.0	5.5	2
5.3	176.9	202.1	4.8	5.1	2
4.2	176.9	202.1	4.7	5.3	2
5.3	176.9	202.1	4.5	4.9	2
6.6	176.9	202.1	4.6	4.6	2
4.4	176.9	202.1	4.7	4.7	2
2.5	176.9	202.1	3.9	4.1	2
4.7	176.9	202.1	4.6	4.6	2
2.5	176.9	202.1	4.6	4.4	2
5.3	176.9	202.1	4.3	4.4	2
3.7	176.9	202.1	4.4	4.6	2
4.7	176.9	202.1	4.1	4.3	2
1.9	176.9	202.1	3.5	3.4	2
2.2	176.9	202.1	4.1	4.1	2
5.6	176.9	202.1	4.1	4.1	2
3.7	177.0	202.2	4.7	4.6	2
3.7	177.0	202.2	4.8	5.3	2
4.7	177.0	202.2	4.8	5.5	2
6.2	177.0	202.2	4.6	4.6	2
3.1	177.0	202.2	4.9	4.9	2
2.5	177.0	202.2	4.6	4.5	2
3.7	177.0	202.2	4.5	4.4	2
3.4	177.0	202.2	4.4	4.4	2
3.1	177.0	202.2	4.2	4.1	2
1.2	177.0	202.2	3.9	4.3	2
1.2	177.0	202.2	3.7	3.7	2
1.9	177.0	202.2	3.8	3.8	2
0.9	177.0	202.2	3.8	3.7	2
1.6	177.0	202.2	3.9	3.9	2
3.4	177.0	202.2	4.3	4.2	2
3.1	177.0	202.2	4.4	4.7	2
3.7	177.0	202.2	4.1	4.2	2
3.1	177.0	202.2	3.9	4.0	2
1.6	177.0	202.2	3.9	3.9	2
3.7	177.0	202.2	4.2	4.3	2
3.1	177.0	202.2	4.3	4.2	2
3.7	177.0	202.2	4.3	4.3	2
4.4	177.0	202.2	4.5	4.5	2
5.0	177.0	202.2	4.8	4.6	2
5.9	177.0	202.2	5.1	5.0	2
2.2	177.1	202.2	4.9	5.0	2
3.1	177.1	202.2	4.5	4.5	2
5.0	177.1	202.2	4.4	4.4	2
1.9	177.1	202.2	4.5	4.5	2
3.4	177.1	202.2	4.8	4.8	2
1.2	177.1	202.2	4.5	4.4	2
3.4	177.1	202.2	4.4	4.3	2
5.6	177.1	202.2	4.6	4.5	2
3.7	177.1	202.2	4.4	4.3	2
2.2	177.1	202.2	4.7	4.5	2
3.4	177.1	202.2	4.3	4.2	2
2.8	177.1	202.2	4.4	4.3	2
3.4	177.1	202.2	4.4	4.3	2
4.4	177.1	202.2	4.2	4.2	2
2.2	177.1	202.2	4.2	4.2	2
2.2	177.1	202.2	4.0	4.1	2
2.2	177.1	202.2	4.2	4.2	2
3.7	177.1	202.2	4.0	3.9	2
2.8	177.1	202.2	3.8	3.7	2
3.1	177.1	202.2	3.9	3.8	2
4.0	177.1	202.2	4.1	4.1	2
2.5	177.1	202.2	4.0	3.9	2
3.7	177.1	202.2	3.8	3.8	2
3.1	177.1	202.2	4.1	4.0	2
4.1	177.1	202.2	4.4	4.2	2
3.4	177.1	202.2	4.8	5.0	2
2.8	177.1	202.2	4.7	4.7	2
4.1	177.1	202.2	4.2	4.1	2
2.5	177.1	202.2	3.8	3.7	2
3.4	177.1	202.2	3.9	3.9	2
1.9	177.1	202.2	4.0	4.0	2
3.4	177.1	202.2	4.6	4.5	2
5.3	177.1	202.2	4.3	5.0	2
5.0	177.1	202.2	4.2	4.7	2
6.2	177.1	202.2	4.0	4.6	2
5.0	177.1	202.2	4.3	4.8	2
3.1	177.1	202.2	4.0	4.6	2
4.4	177.1	202.2	3.9	4.5	2
3.1	177.1	202.2	3.9	4.5	2
5.0	177.1	202.2	3.9	4.4	2
5.0	177.1	202.2	3.9	4.4	2
2.8	177.1	202.2	3.8	3.8	2
1.6	177.1	202.2	3.9	3.9	2
1.9	177.1	202.2	4.1	4.0	2
2.8	177.1	202.2	4.0	4.1	2
4.7	177.1	202.2	4.2	4.1	2
3.4	177.1	202.2	4.2	4.1	2
2.2	177.1	202.2	4.1	4.0	2
3.4	177.1	202.2	3.9	3.9	2
3.4	177.1	202.2	3.9	4.1	2
3.7	177.1	202.2	4.0	4.3	2
4.4	177.1	202.2	4.0	4.3	2
3.4	177.1	202.2	4.1	4.1	2
2.8	177.1	202.2	3.8	3.8	2
2.5	177.1	202.2	4.0	4.0	2
1.2	177.1	202.2	4.1	4.0	2
3.1	177.1	202.2	3.8	3.8	2
2.5	177.1	202.2	3.8	3.8	2
3.1	177.1	202.2	3.9	3.9	2
3.1	177.1	202.2	3.8	3.9	2
3.4	177.1	202.2	4.0	3.9	2
3.4	177.1	202.2	4.1	4.0	2
2.5	177.1	202.2	4.1	4.0	2
3.7	177.1	202.2	3.9	3.9	2
2.8	177.1	202.2	4.1	3.9	2
2.8	177.1	202.2	3.9	3.8	2
4.4	177.1	202.2	4.1	4.0	2
3.4	177.1	202.2	4.4	4.4	2
2.8	177.1	202.2	4.4	4.5	2
3.1	177.1	202.2	4.1	4.1	2
3.4	177.1	202.2	4.4	4.2	2
1.9	177.1	202.2	4.6	4.5	2
3.4	177.1	202.2	3.8	3.8	2
1.2	177.1	202.2	4.3	4.3	2
4.4	177.1	202.2	4.1	4.3	2
5.0	177.1	202.2	4.4	4.4	2
3.6	177.1	202.2	4.2	3.9	2
2.2	177.1	202.2	4.2	4.2	2
2.5	177.1	202.2	4.3	4.2	2
3.4	177.1	202.2	4.5	4.3	2
5.6	177.1	202.2	4.5	4.2	2
3.4	177.1	202.2	4.1	4.1	2
1.9	177.1	202.2	4.3	4.2	2
2.5	177.1	202.2	3.8	3.8	2
3.1	177.1	202.2	4.6	4.5	2
3.7	177.1	202.2	3.9	4.0	2
3.4	177.1	202.2	4.7	4.9	2
4.7	177.1	202.2	4.6	4.6	2
2.5	177.1	202.2	5.2	5.0	2
2.8	177.1	202.2	4.8	4.4	2
3.4	177.1	202.2	4.3	4.2	2
4.7	177.1	202.2	4.3	4.2	2
3.1	177.1	202.2	4.5	4.5	2
3.1	177.1	202.2	4.1	4.6	2
4.1	177.1	202.2	4.0	4.2	2
4.0	177.1	202.2	4.5	4.4	2
3.1	177.1	202.2	4.5	4.5	2
4.4	177.1	202.2	4.4	4.4	2
2.8	177.1	202.2	4.3	4.2	2
2.2	177.1	202.2	4.3	4.3	2
2.2	177.1	202.2	4.2	4.2	2
6.9	177.1	202.2	4.2	4.2	2
2.5	177.1	202.2	4.8	4.5	2
3.4	177.1	202.2	4.8	4.4	2
3.7	177.1	202.2	4.8	4.5	2
4.7	177.1	202.2	4.7	4.5	2
3.1	177.1	202.2	4.5	4.2	2
1.9	177.1	202.2	3.9	3.8	2
1.6	177.1	202.2	3.8	3.8	2
1.6	177.1	202.2	3.9	3.8	2
2.2	177.1	202.2	4.9	4.9	2
3.7	177.1	202.2	4.7	4.5	2
4.4	177.1	202.2	4.2	4.1	2
2.5	177.1	202.2	4.1	4.0	2
2.8	177.1	202.2	4.7	4.5	2
4.7	177.1	202.2	4.5	4.6	2
3.1	177.1	202.2	4.5	4.4	2
2.5	177.1	202.2	4.4	4.2	2
3.1	177.1	202.2	4.5	4.4	2
3.4	177.1	202.2	4.4	4.2	2
6.9	177.1	202.2	4.8	4.8	2
3.1	177.1	202.2	4.4	4.3	2
3.4	177.1	202.2	4.5	4.7	2
5.3	177.1	202.2	4.7	5.6	2
5.0	177.1	202.2	4.8	4.7	2
3.3	177.1	202.2	4.7	4.8	2
3.7	177.1	202.2	5.0	5.0	2
4.7	177.1	202.2	4.7	4.8	2
4.7	177.1	202.2	4.4	5.0	2
3.1	177.1	202.2	4.7	4.6	2
5.3	177.1	202.2	4.7	4.7	2
4.7	177.1	202.2	4.5	4.4	2
4.1	177.1	202.2	4.3	4.3	2
4.4	177.1	202.2	4.0	4.1	2
2.8	177.1	202.2	3.8	3.9	2
3.7	177.1	202.2	3.9	3.8	2
5.0	177.1	202.2	4.2	4.2	2
4.1	177.1	202.2	4.6	4.5	2
4.4	177.1	202.2	4.5	4.5	2
3.4	177.1	202.2	4.1	4.2	2
1.9	177.1	202.2	4.2	4.1	2
1.2	177.1	202.2	3.9	3.9	2
1.2	177.1	202.2	4.0	4.0	2
3.4	177.1	202.2	4.2	4.1	2
4.7	177.1	202.2	4.7	4.5	2
4.4	177.1	202.2	4.6	5.0	2
2.2	177.1	202.2	4.6	4.6	2
4.4	177.1	202.2	5.2	5.0	2
3.7	177.1	202.2	4.6	5.0	2
3.7	177.1	202.2	4.5	4.5	2
4.0	177.1	202.2	4.7	4.9	2
4.1	177.1	202.2	4.2	4.6	2
1.6	177.1	202.2	4.4	4.7	2
3.7	177.1	202.2	4.3	4.7	2
4.1	177.1	202.2	4.5	4.5	2
3.7	177.1	202.2	4.4	4.6	2
5.3	177.1	202.2	4.9	4.8	2
3.4	177.1	202.2	4.2	4.2	2
5.0	177.1	202.2	4.5	5.0	2
2.2	177.1	202.2	4.3	4.4	2
4.7	177.1	202.2	4.3	4.5	2
3.1	177.1	202.2	4.0	4.5	2
5.3	177.1	202.2	4.1	4.3	2
3.7	177.1	202.2	4.5	5.0	2
5.9	177.1	202.2	4.4	4.7	2
2.5	177.1	202.2	4.6	4.9	2
3.4	177.1	202.2	4.4	4.8	2
4.4	177.1	202.2	4.5	4.5	2
4.2	177.1	202.2	4.7	4.6	2
5.3	177.1	202.2	4.7	4.6	2
6.9	177.1	202.2	4.7	5.4	2
3.4	177.1	202.2	4.8	5.4	2
4.0	177.1	202.2	5.0	4.8	2
3.4	177.1	202.2	5.0	5.0	2
2.2	177.1	202.2	4.5	4.4	2
3.7	177.1	202.2	4.6	4.5	2
4.4	177.1	202.2	4.8	4.9	2
6.4	177.1	202.2	4.9	5.3	2
3.4	177.1	202.2	4.6	4.6	2
4.7	177.1	202.2	4.6	4.7	2
2.5	177.1	202.2	4.9	5.2	2
3.1	177.1	202.2	4.2	4.3	2
4.7	177.1	202.2	4.2	4.6	2
3.7	177.1	202.2	4.1	4.6	2
4.4	177.1	202.2	4.5	4.6	2
4.1	177.1	202.2	4.3	4.8	2
3.4	177.1	202.2	4.0	4.6	2
2.8	177.1	202.2	4.5	4.6	2
3.7	177.1	202.2	4.6	4.9	2
2.8	177.1	202.2	4.0	4.3	2
4.1	177.1	202.2	4.3	4.2	2
3.4	177.1	202.2	3.9	3.9	2
4.4	177.1	202.2	4.4	4.8	2
2.2	177.1	202.2	4.0	4.1	2
3.4	177.1	202.2	3.9	4.0	2
4.4	177.1	202.2	4.5	4.8	2
5.0	177.1	202.2	4.3	4.8	2
3.4	177.1	202.2	4.1	4.5	2
3.4	177.1	202.2	4.6	4.8	2
4.4	177.1	202.2	4.9	5.0	2
3.1	177.1	202.2	4.8	4.8	2
4.4	177.1	202.2	4.5	4.5	2
4.4	177.1	202.2	4.5	4.6	2
4.0	177.1	202.2	4.4	4.6	2
4.7	177.1	202.2	4.4	4.5	2
3.7	177.1	202.2	4.0	4.3	2
2.2	177.1	202.2	3.8	4.6	2
1.9	177.1	202.2	3.8	4.6	2
2.2	177.1	202.2	3.8	4.6	2
2.2	177.1	202.2	3.8	4.6	2
3.4	177.1	202.2	3.9	4.7	2
1.9	177.1	202.2	3.9	4.6	2
3.7	177.1	202.2	3.9	4.6	2
3.7	177.1	202.2	4.5	4.6	2
4.2	177.1	202.2	4.4	4.4	2
1.6	177.1	202.2	4.3	4.3	2
1.9	177.1	202.2	3.9	4.0	2
2.2	177.1	202.2	4.3	4.5	2
3.1	177.1	202.2	4.2	4.5	2
3.1	177.1	202.2	4.0	4.2	2
3.4	177.1	202.2	4.7	4.9	2
4.7	177.1	202.2	4.5	5.1	2
4.0	177.1	202.2	4.3	5.0	2
3.7	177.1	202.2	4.2	4.1	2
3.7	177.1	202.2	4.3	4.7	2
2.2	177.1	202.2	4.3	4.5	2
3.8	177.1	202.2	4.9	4.7	2
1.9	177.1	202.2	4.1	4.3	2
4.0	177.1	202.2	4.0	4.2	2
2.2	177.1	202.2	4.6	4.8	2
11.8	177.1	202.2	4.5	5.0	2
4.4	177.1	202.2	5.0	4.9	2
6.5	177.1	202.2	5.0	5.0	2
4.4	177.1	202.2	4.7	4.7	2
2.5	177.1	202.2	4.3	4.3	2
5.3	177.1	202.2	4.4	4.5	2
2.8	177.1	202.2	4.7	4.7	2
3.7	177.1	202.2	3.8	4.3	2
1.6	177.1	202.2	3.8	3.9	2
2.8	177.1	202.2	4.1	4.1	2
3.7	177.1	202.2	4.8	4.9	2
1.9	177.1	202.2	4.1	4.4	2
2.2	177.1	202.2	3.8	3.9	2
5.3	177.1	202.2	4.0	4.0	2
5.6	177.1	202.2	4.7	4.8	2
4.7	177.1	202.2	4.6	4.8	2
3.7	177.1	202.2	4.2	4.4	2
4.5	177.1	202.2	4.9	4.7	2
4.9	177.1	202.2	5.3	4.9	2
3.2	177.1	202.2	4.7	4.7	2
4.1	177.1	202.2	4.0	4.0	2
2.5	177.1	202.2	4.0	4.0	2
3.4	177.1	202.2	4.6	4.8	2
2.2	177.1	202.2	4.4	4.4	2
4.1	177.1	202.2	4.3	4.2	2
4.4	177.1	202.2	4.2	4.1	2
5.0	177.1	202.2	4.4	4.4	2
3.7	177.1	202.2	4.3	4.3	2
2.8	177.1	202.2	3.9	3.9	2
2.2	177.1	202.2	3.9	3.9	2
1.9	177.1	202.2	4.0	3.9	2
2.8	177.1	202.2	3.8	3.9	2
1.6	177.1	202.2	3.8	3.8	2
3.7	177.1	202.2	4.1	4.1	2
3.7	177.1	202.2	4.2	4.2	2
3.7	177.1	202.2	4.2	4.2	2
5.9	177.1	202.2	4.7	4.8	2
3.4	177.1	202.2	4.8	4.8	2
2.8	177.1	202.2	4.3	4.4	2
3.4	177.1	202.2	4.8	4.6	2
2.5	177.1	202.2	4.4	4.4	2
4.7	177.1	202.2	4.4	4.6	2
5.0	177.1	202.2	4.1	4.3	2
2.8	177.1	202.2	4.2	4.3	2
4.4	177.1	202.2	4.2	4.3	2
4.4	177.1	202.2	4.2	4.8	2
5.0	177.1	202.2	4.2	4.6	2
3.1	177.1	202.2	4.3	4.3	2
1.2	177.1	202.2	3.8	3.8	2
2.5	177.1	202.2	3.9	3.8	2
1.9	177.1	202.2	3.8	3.7	2
2.2	177.1	202.2	4.0	3.9	2
2.8	177.1	202.2	3.9	3.9	2
3.4	177.1	202.2	4.3	4.7	2
3.4	177.1	202.2	4.4	5.0	2
5.0	177.1	202.2	4.7	4.8	2
5.6	177.1	202.2	4.7	6.0	2
3.4	177.1	202.2	4.9	4.9	2
4.7	177.1	202.2	5.1	4.9	2
5.0	177.1	202.2	4.9	4.9	2
5.9	177.1	202.2	5.1	5.1	2
6.9	177.1	202.2	4.9	4.9	2
4.4	177.1	202.2	4.7	5.5	2
5.0	177.1	202.2	5.5	5.5	2
5.0	177.1	202.2	5.9	5.4	2
4.4	177.1	202.2	4.8	4.8	2
4.1	177.1	202.2	4.9	5.4	2
4.1	177.1	202.2	4.9	4.9	2
6.2	177.1	202.2	5.0	4.9	2
1.9	177.1	202.2	4.9	5.2	2
3.7	177.1	202.2	4.2	4.4	2
2.5	177.1	202.2	4.6	5.3	2
3.1	177.1	202.2	4.0	4.1	2
4.4	177.1	202.2	4.0	3.9	2
2.8	177.1	202.2	3.9	3.9	2
3.7	177.1	202.2	4.0	4.0	2
10.6	170.5	195.1	4.3	3.9	2
52.7	182.3	204.4	3.9	3.8	2
20.6	170.7	194.6	3.8	3.8	2
19.3	146.7	202.0	3.1	13.0	2
0.9	146.7	202.0	1.1	4.0	2
2.8	146.7	202.0	2.8	7.0	2
7.5	146.8	202.0	4.2	5.1	2
32.7	147.6	203.2	3.6	16.6	2
7.5	147.7	203.2	4.4	12.6	2
6.1	147.7	203.2	5.4	6.6	2
8.1	147.7	203.2	5.1	6.3	2
8.4	147.7	203.2	5.6	6.0	2
7.7	147.7	203.2	4.8	5.9	2
7.5	147.7	203.2	5.7	5.9	2
8.7	147.7	203.2	5.7	6.0	2
8.1	147.7	203.2	4.6	5.4	2
8.1	147.7	203.2	4.9	5.2	2
10.5	147.7	203.2	5.3	5.6	2
8.4	147.7	203.2	5.4	6.1	2
11.9	147.7	203.2	6.0	6.0	2
11.5	147.8	203.2	5.7	6.0	2
8.2	147.8	203.2	5.8	5.5	2
6.5	147.8	203.2	4.9	5.1	2
9.4	147.8	203.2	4.9	7.0	2
6.9	147.8	203.2	4.9	5.0	2
4.8	147.8	203.2	5.2	5.1	2
4.4	147.8	203.2	4.6	4.9	2
6.2	147.8	203.2	4.9	6.3	2
4.7	147.8	203.2	4.8	6.3	2
3.1	147.8	203.2	4.3	4.9	2
5.6	147.8	203.2	4.3	4.6	2
5.0	147.8	203.2	4.8	5.7	2
7.8	147.8	203.2	5.5	5.9	2
6.7	147.8	203.2	5.9	6.0	2
4.7	147.8	203.2	5.8	5.7	2
9.0	147.8	203.2	5.5	6.4	2
9.0	147.8	203.2	5.6	5.9	2
6.9	147.8	203.2	5.8	5.9	2
8.7	147.8	203.2	5.3	6.2	2
4.9	147.8	203.2	5.1	5.0	2
5.9	147.8	203.2	5.0	5.0	2
7.2	147.8	203.2	5.1	5.1	2
5.3	147.8	203.2	5.3	5.3	2
8.9	147.8	203.2	5.6	6.9	2
6.2	147.8	203.2	5.9	5.9	2
5.2	147.8	203.2	5.4	5.7	2
4.3	147.8	203.2	5.4	4.8	2
8.1	147.8	203.2	4.5	4.7	2
3.7	147.8	203.2	4.4	5.0	2
5.6	147.8	203.2	4.6	5.1	2
5.6	147.8	203.2	4.4	4.4	2
7.2	147.8	203.2	4.9	4.9	2
5.0	147.8	203.2	5.1	5.0	2
6.9	147.8	203.2	5.1	4.7	2
9.5	147.8	203.2	5.2	5.3	2
7.2	147.8	203.2	5.0	4.6	2
6.2	147.8	203.2	4.2	4.4	2
0.9	147.8	203.2	4.0	4.1	2
2.8	147.8	203.2	3.9	3.8	2
2.5	147.8	203.2	3.7	3.8	2
2.5	147.8	203.2	3.9	3.9	2
5.9	147.8	203.2	4.1	4.6	2
4.1	147.8	203.2	4.3	4.4	2
6.5	147.8	203.2	4.2	4.5	2
6.5	147.8	203.2	4.6	4.9	2
6.2	147.8	203.2	4.7	4.6	2
5.0	147.8	203.2	4.5	4.6	2
4.7	147.8	203.2	4.7	5.0	2
5.6	147.8	203.2	4.7	5.4	2
3.7	147.8	203.2	4.0	4.8	2
4.7	147.8	203.2	4.0	5.4	2
5.9	147.8	203.2	4.7	5.2	2
5.6	147.8	203.2	4.9	4.5	2
5.6	147.8	203.2	5.2	5.2	2
6.6	147.8	203.2	4.9	4.5	2
5.6	147.8	203.2	5.1	5.9	2
6.0	147.8	203.2	5.2	5.6	2
10.6	147.9	203.2	5.5	6.7	2
9.7	147.9	203.2	6.4	5.8	2
8.1	147.9	203.2	5.6	5.5	2
9.0	147.9	203.2	5.6	5.5	2
6.5	147.9	203.2	5.6	5.6	2
5.6	147.9	203.2	5.7	5.9	2
7.5	147.9	203.2	5.8	5.7	2
7.8	147.9	203.2	5.5	6.1	2
10.6	147.9	203.2	5.4	5.7	2
8.4	147.9	203.2	5.1	5.2	2
8.4	147.9	203.2	5.2	5.3	2
