cpu	memory	committed	bwin	bwout	nchan
6.9	93.6	160.9	7.4	10.0	3
10.6	93.6	160.9	6.5	8.0	3
7.8	93.6	160.9	6.2	6.9	3
6.9	93.6	160.9	7.1	9.0	3
3.7	93.6	160.9	7.1	8.4	3
5.0	93.6	160.9	7.1	8.7	3
5.3	93.6	160.9	6.8	9.2	3
6.5	93.6	160.9	6.8	8.3	3
5.0	93.6	160.9	6.7	7.9	3
3.4	93.6	160.9	6.5	8.1	3
3.1	93.6	160.9	6.2	7.3	3
5.6	93.6	160.9	6.2	7.2	3
6.2	93.2	160.2	6.0	7.8	3
6.2	93.2	160.2	6.5	7.6	3
8.7	93.2	160.2	6.2	7.7	3
5.9	93.2	160.2	6.4	7.5	3
9.0	93.2	160.2	6.1	8.8	3
3.7	93.2	160.2	5.8	6.4	3
3.7	93.2	160.2	5.9	6.6	3
4.4	93.2	160.2	5.8	7.1	3
4.1	93.2	160.2	6.5	8.4	3
6.5	93.2	160.2	6.2	8.1	3
5.0	93.2	160.2	6.1	7.8	3
5.3	93.2	160.2	5.9	7.3	3
4.1	93.2	160.2	5.9	7.1	3
4.7	93.2	160.2	6.3	7.8	3
5.3	93.2	160.2	6.3	7.8	3
10.6	93.2	160.2	6.8	8.8	3
6.5	93.2	160.2	6.3	8.1	3
5.6	93.2	160.2	6.6	7.4	3
4.7	93.2	160.2	6.3	7.2	3
3.4	93.2	160.2	6.3	6.6	3
4.1	93.2	160.2	6.5	7.9	3
6.2	93.2	160.2	6.5	8.1	3
5.0	93.2	160.2	6.4	7.5	3
9.0	93.2	160.2	6.6	9.1	3
6.5	93.2	160.2	6.6	8.1	3
6.2	93.2	160.2	6.5	8.5	3
7.5	93.2	160.2	6.7	9.2	3
5.0	93.2	160.2	6.7	8.2	3
6.2	93.2	160.2	6.6	7.6	3
4.7	93.2	160.2	6.2	7.4	3
4.1	93.2	160.2	6.8	7.1	3
3.4	93.2	160.2	6.7	7.4	3
4.7	93.2	160.2	6.4	7.6	3
6.9	93.2	160.2	6.7	7.5	3
5.3	93.2	160.2	6.4	7.5	3
7.2	93.2	160.2	6.4	8.1	3
5.0	93.2	160.2	6.7	7.4	3
5.9	93.2	160.2	6.5	7.6	3
5.0	93.2	160.2	6.4	7.0	3
4.0	93.2	160.2	6.7	7.4	3
5.9	93.2	160.2	5.9	6.9	3
4.4	93.2	160.2	6.3	7.6	3
5.6	93.2	160.2	6.3	7.4	3
7.2	93.2	160.2	6.3	6.8	3
6.9	93.2	160.2	6.3	6.9	3
5.9	93.2	160.2	6.8	7.4	3
5.6	93.2	160.2	6.5	7.2	3
5.3	93.2	160.2	6.7	7.5	3
7.2	93.2	160.2	6.5	8.0	3
5.6	93.2	160.2	6.7	8.7	3
1.9	93.2	160.2	6.6	7.3	3
9.0	93.2	160.2	6.8	8.7	3
3.4	93.2	160.2	6.8	7.8	3
4.7	93.2	160.2	6.9	7.8	3
6.2	93.2	160.2	6.6	7.8	3
7.5	93.2	160.2	6.7	8.1	3
3.4	93.2	160.2	6.4	8.1	3
3.7	93.2	160.2	6.4	7.8	3
5.9	93.2	160.2	6.5	8.1	3
5.9	93.2	160.2	6.5	8.2	3
4.4	93.2	160.2	6.9	8.5	3
5.9	93.2	160.2	6.6	9.3	3
8.4	93.2	160.2	6.9	8.3	3
4.7	93.2	160.2	6.8	8.5	3
7.2	93.2	160.2	6.4	8.2	3
5.3	93.2	160.2	6.3	8.3	3
6.5	93.2	160.2	6.4	8.2	3
3.4	93.2	160.2	6.9	9.2	3
5.3	93.2	160.2	6.3	7.8	3
8.7	93.2	160.2	6.6	8.1	3
5.6	93.2	160.2	6.2	8.0	3
5.3	93.2	160.2	6.3	7.4	3
2.5	93.2	160.2	6.7	7.7	3
5.6	93.2	160.2	6.7	7.5	3
5.0	93.2	160.2	6.8	8.0	3
3.1	93.2	160.2	6.5	7.3	3
6.8	93.2	160.2	6.1	6.5	3
6.6	93.2	160.2	6.2	7.0	3
4.1	93.2	160.2	6.6	7.5	3
5.6	93.2	160.2	6.9	7.8	3
5.3	93.2	160.2	6.6	7.5	3
6.2	93.2	160.2	6.4	7.8	3
7.5	93.2	160.2	6.7	7.8	3
5.6	93.2	160.2	6.7	8.1	3
4.1	93.2	160.2	6.9	8.0	3
4.0	93.2	160.2	6.7	7.9	3
5.3	93.2	160.2	6.8	7.7	3
4.1	93.2	160.2	6.9	8.2	3
5.6	93.2	160.2	6.7	7.7	3
5.0	93.2	160.2	6.8	7.9	3
6.2	93.2	160.2	6.8	8.0	3
3.1	93.2	160.2	6.6	8.0	3
4.1	93.2	160.2	6.7	7.8	3
5.3	93.2	160.2	6.5	7.3	3
3.1	93.2	160.2	6.1	6.8	3
5.6	93.2	160.2	6.5	7.3	3
3.4	93.2	160.2	6.2	6.7	3
6.5	93.2	160.2	6.1	6.7	3
5.0	93.2	160.2	6.5	7.5	3
5.3	93.2	160.2	6.5	7.6	3
2.2	93.3	160.2	6.7	7.7	3
6.6	93.3	160.2	6.7	8.1	3
4.0	93.3	160.2	6.5	7.5	3
5.3	93.3	160.2	6.5	7.4	3
5.9	93.3	160.2	6.5	7.6	3
5.3	93.3	160.2	6.6	7.7	3
5.9	93.3	160.2	7.0	8.7	3
6.5	93.3	160.2	7.1	10.1	3
9.4	93.3	160.2	6.7	9.9	3
7.8	93.3	160.2	7.1	9.5	3
5.9	93.3	160.2	6.7	7.8	3
4.4	93.3	160.2	6.7	7.8	3
5.6	93.3	160.2	6.4	7.0	3
4.1	93.3	160.2	6.7	7.5	3
6.2	93.3	160.2	6.7	8.2	3
6.9	93.3	160.2	6.9	8.3	3
4.7	93.3	160.2	6.3	7.3	3
5.9	93.3	160.2	5.9	6.2	3
5.0	93.3	160.2	6.2	7.0	3
4.4	93.3	160.2	6.1	6.4	3
3.4	93.3	160.2	6.2	6.3	3
4.4	93.3	160.2	5.7	5.8	3
6.5	93.3	160.2	6.1	6.3	3
8.7	93.3	160.2	6.1	6.7	3
3.4	93.3	160.2	6.0	6.1	3
5.6	93.3	160.2	5.8	5.7	3
3.1	93.3	160.2	5.9	6.0	3
4.0	93.3	160.2	6.0	6.1	3
4.7	93.3	160.2	5.8	5.8	3
5.3	93.3	160.2	5.6	5.7	3
3.4	93.3	160.2	5.7	5.6	3
4.4	93.3	160.2	5.6	5.7	3
4.7	93.3	160.2	5.6	5.7	3
5.0	93.3	160.2	5.7	5.7	3
4.7	93.3	160.2	6.0	6.1	3
5.9	93.3	160.2	6.4	6.9	3
4.4	93.3	160.2	6.4	7.7	3
5.3	93.3	160.2	6.3	6.9	3
4.1	93.3	160.2	6.5	7.4	3
7.2	93.3	160.2	6.5	7.0	3
7.2	93.3	160.2	6.4	7.2	3
6.9	93.3	160.2	6.0	6.5	3
5.0	93.3	160.2	6.0	6.5	3
3.7	93.3	160.2	5.9	6.0	3
5.9	93.3	160.2	6.4	7.0	3
6.5	93.3	160.2	6.4	7.3	3
4.0	93.3	160.2	6.6	7.1	3
4.0	93.3	160.2	6.5	7.2	3
3.7	93.3	160.2	6.5	7.8	3
4.7	93.3	160.2	6.7	7.5	3
5.6	93.3	160.2	6.5	7.6	3
5.9	93.3	160.2	6.4	7.2	3
5.0	93.3	160.2	6.3	7.2	3
5.0	93.3	160.2	6.2	7.3	3
6.5	93.3	160.2	5.9	7.7	3
5.3	93.3	160.2	6.4	7.6	3
6.9	93.3	160.2	6.3	7.1	3
6.5	93.3	160.2	6.6	7.5	3
5.0	93.3	160.2	6.1	6.8	3
5.3	93.3	160.2	6.3	7.3	3
5.6	93.3	160.2	6.4	7.6	3
6.5	93.3	160.2	6.7	7.5	3
5.6	93.3	160.2	6.5	7.5	3
5.0	93.3	160.2	6.6	7.6	3
4.1	93.3	160.2	6.5	7.7	3
3.4	93.3	160.2	6.3	7.1	3
4.1	93.3	160.2	6.6	7.6	3
5.0	93.3	160.2	6.4	7.2	3
4.4	93.3	160.2	6.6	8.1	3
4.7	93.3	160.2	6.5	7.5	3
6.2	93.3	160.2	6.6	7.6	3
3.7	93.3	160.2	6.4	7.7	3
4.7	93.3	160.2	6.5	7.5	3
4.7	93.3	160.2	6.6	7.6	3
2.8	93.3	160.2	6.4	7.3	3
5.3	93.3	160.2	6.5	7.4	3
8.7	93.3	160.2	6.7	8.4	3
9.7	93.3	160.2	6.5	8.5	3
5.3	93.3	160.2	7.1	9.7	3
7.2	93.3	160.2	7.2	9.4	3
6.9	93.3	160.2	7.3	9.0	3
7.2	93.3	160.2	6.5	8.9	3
9.7	93.3	160.2	6.4	8.9	3
5.9	93.3	160.2	6.9	8.3	3
8.4	93.3	160.2	7.2	9.7	3
6.2	93.3	160.2	6.6	8.5	3
9.4	93.3	160.2	6.7	8.2	3
5.6	93.3	160.2	6.5	7.4	3
5.3	93.3	160.2	6.4	7.3	3
6.9	93.3	160.2	6.4	7.5	3
6.2	93.3	160.2	6.6	7.6	3
6.9	93.3	160.2	6.9	8.4	3
5.9	93.3	160.2	6.7	8.4	3
7.2	93.3	160.2	6.7	7.7	3
4.7	93.3	160.2	6.2	6.8	3
4.1	93.3	160.2	6.4	7.1	3
5.6	93.3	160.2	6.2	6.7	3
5.3	93.3	160.2	6.6	7.7	3
8.1	93.3	160.2	7.1	8.2	3
5.6	93.3	160.2	5.9	7.0	3
9.4	93.3	160.2	6.5	7.9	3
5.3	93.3	160.2	6.7	8.0	3
5.0	93.3	160.2	6.2	6.9	3
4.1	93.3	160.2	7.0	8.2	3
3.1	93.3	160.2	6.8	7.7	3
7.2	93.3	160.2	6.7	7.9	3
6.2	93.3	160.2	7.0	9.1	3
5.3	93.3	160.2	7.3	8.8	3
4.7	93.3	160.2	6.8	7.8	3
4.7	93.3	160.2	6.7	7.6	3
7.2	93.3	160.2	7.0	8.3	3
7.5	93.3	160.2	7.6	8.7	3
6.2	93.3	160.2	7.2	8.8	3
10.6	93.3	160.2	6.5	7.7	3
4.4	93.3	160.2	5.9	6.2	3
3.7	93.3	160.2	5.8	7.0	3
5.3	93.3	160.2	6.9	9.0	3
4.7	93.3	160.2	6.8	8.0	3
5.6	93.3	160.2	7.6	8.9	3
15.3	93.3	160.2	7.2	9.5	3
7.2	93.3	160.2	7.1	8.5	3
8.4	93.3	160.2	8.5	10.9	3
10.3	93.3	160.2	6.5	9.9	3
7.5	93.3	160.2	7.2	8.7	3
4.0	93.3	160.2	6.7	8.2	3
6.2	93.3	160.2	6.6	7.4	3
3.7	93.3	160.2	6.4	7.1	3
6.5	93.3	160.2	6.0	6.7	3
7.5	93.3	160.2	7.1	8.1	3
5.9	93.3	160.2	6.7	8.9	3
7.8	93.3	160.2	7.0	8.5	3
3.4	93.3	160.2	6.8	8.4	3
6.2	93.3	160.2	6.7	7.7	3
5.6	93.3	160.2	6.6	8.7	3
5.0	93.3	160.2	6.2	7.4	3
6.2	93.3	160.2	6.3	8.1	3
5.6	93.3	160.2	6.0	7.1	3
5.3	93.3	160.2	6.1	7.1	3
5.9	93.3	160.2	6.4	7.0	3
7.8	93.3	160.2	7.0	8.4	3
4.4	93.3	160.2	6.3	7.7	3
4.7	93.3	160.2	6.5	7.2	3
5.6	93.3	160.2	6.7	7.9	3
5.9	93.3	160.2	7.7	9.2	3
4.4	93.3	160.2	6.7	8.5	3
6.5	93.3	160.2	6.8	8.9	3
7.2	93.3	160.2	6.7	8.6	3
8.7	93.3	160.2	6.8	8.1	3
7.5	93.3	160.2	6.8	9.9	3
5.0	93.3	160.2	7.2	8.8	3
7.2	93.3	160.2	7.8	9.2	3
4.4	93.3	160.2	6.9	9.3	3
7.8	93.3	160.2	7.5	9.6	3
9.0	93.3	160.2	7.4	10.1	3
5.0	93.3	160.2	6.3	8.2	3
6.2	93.3	160.2	7.2	9.3	3
7.2	93.3	160.2	6.8	7.9	3
4.7	93.3	160.2	6.7	7.4	3
6.2	93.3	160.2	7.3	8.5	3
5.0	93.3	160.2	6.6	7.4	3
7.2	93.3	160.2	6.6	8.3	3
7.5	93.3	160.2	7.4	9.8	3
6.2	93.3	160.2	7.0	9.3	3
7.5	93.3	160.2	6.9	9.6	3
5.3	93.3	160.2	7.8	8.9	3
5.0	93.3	160.2	7.0	8.6	3
8.4	93.3	160.2	7.4	10.0	3
6.5	93.3	160.2	6.4	8.7	3
5.9	93.3	160.2	6.7	9.8	3
6.9	93.3	160.2	6.8	8.6	3
7.5	93.3	160.2	7.3	9.1	3
5.0	93.3	160.2	6.4	8.3	3
7.5	93.3	160.2	6.3	7.8	3
10.0	93.3	160.2	6.4	8.5	3
8.1	93.3	160.2	6.5	8.4	3
4.7	93.3	160.2	6.7	9.2	3
5.0	93.3	160.2	6.4	8.0	3
4.7	93.3	160.2	6.5	7.9	3
5.9	93.3	160.2	6.4	10.0	3
4.0	93.3	160.2	6.6	7.6	3
7.8	93.3	160.2	7.4	8.8	3
4.7	93.3	160.2	6.8	8.4	3
1.2	93.3	160.2	6.4	6.8	3
3.4	93.3	160.2	6.9	7.9	3
6.9	93.3	160.2	7.3	9.7	3
5.0	93.3	160.2	6.3	8.4	3
4.7	93.3	160.2	6.7	7.5	3
6.2	93.3	160.2	6.5	7.4	3
7.2	93.3	160.2	6.8	7.6	3
5.9	93.3	160.2	6.8	8.0	3
3.4	93.3	160.2	5.9	6.5	3
6.2	93.3	160.2	6.5	8.4	3
3.7	93.3	160.2	7.2	10.0	3
8.4	93.3	160.2	7.1	9.0	3
5.0	93.3	160.2	6.8	7.7	3
5.3	93.3	160.2	7.0	8.1	3
6.9	93.3	160.2	6.7	7.8	3
5.0	93.3	160.2	7.1	8.2	3
5.6	93.3	160.2	6.9	8.1	3
6.2	93.3	160.2	6.4	8.3	3
4.4	93.3	160.2	6.6	7.9	3
10.0	93.3	160.2	6.6	8.5	3
7.8	93.3	160.2	7.1	9.8	3
6.6	93.3	160.2	7.0	8.2	3
10.9	93.3	160.2	6.9	9.8	3
7.8	93.3	160.2	6.8	8.7	3
7.2	93.3	160.2	7.4	9.4	3
10.0	93.4	160.2	6.9	11.0	3
5.6	93.4	160.2	6.7	8.4	3
5.9	93.4	160.2	6.5	7.1	3
6.2	93.4	160.2	7.1	8.4	3
9.4	93.4	160.2	6.7	9.7	3
5.9	93.4	160.2	6.9	8.2	3
5.6	93.4	160.2	6.6	7.2	3
2.5	93.4	160.2	6.2	6.7	3
4.7	93.4	160.2	6.3	7.6	3
5.0	93.4	160.2	6.6	7.7	3
7.8	93.4	160.2	6.8	8.7	3
6.5	93.4	160.2	6.7	8.6	3
6.9	93.4	160.2	7.5	9.8	3
9.7	93.4	160.2	7.3	10.5	3
4.7	93.4	160.2	7.0	8.3	3
4.7	93.4	160.2	6.5	7.1	3
8.4	93.4	160.2	6.9	8.3	3
5.9	93.4	160.2	6.4	7.5	3
6.9	93.4	160.2	6.9	8.6	3
3.4	93.4	160.2	5.1	7.1	3
3.1	93.4	160.2	4.5	5.1	3
6.2	93.4	160.2	4.5	5.1	3
7.8	93.4	160.2	4.4	5.7	3
8.7	93.4	160.2	4.6	5.1	3
5.9	93.4	160.2	4.8	6.4	3
5.3	93.4	160.2	4.8	6.0	2
6.2	93.4	160.2	4.8	5.1	2
6.9	93.4	160.2	4.7	5.5	2
3.7	93.4	160.2	4.6	4.6	2
3.1	93.4	160.2	4.4	4.4	2
3.7	93.4	160.2	4.5	4.4	2
2.2	93.4	160.3	4.4	4.3	2
5.0	93.4	160.3	4.7	4.7	2
4.4	93.4	160.3	4.7	4.6	2
6.8	93.4	160.3	4.9	4.9	2
4.1	93.4	160.3	5.1	4.9	2
5.3	93.4	160.3	4.2	4.9	2
2.8	93.4	160.3	3.9	3.9	2
4.7	93.4	160.3	4.2	4.6	2
4.1	93.4	160.3	4.4	4.4	2
3.4	93.4	160.3	4.5	4.7	2
5.0	93.4	160.3	4.3	4.2	2
2.8	93.4	160.3	4.6	4.5	2
4.4	93.4	160.3	4.5	4.3	2
2.5	93.4	160.3	4.3	4.3	2
3.4	93.4	160.2	4.6	4.4	2
4.4	93.4	160.2	4.7	4.7	2
6.5	93.4	160.2	4.5	4.6	2
5.0	93.4	160.2	4.4	4.3	2
3.1	93.4	160.2	4.6	4.4	2
5.0	93.4	160.2	4.5	4.5	2
3.4	93.4	160.2	4.5	4.5	2
2.5	93.4	160.2	4.4	4.4	2
5.3	93.4	160.2	4.8	4.7	2
4.1	93.4	160.2	4.5	4.5	2
5.3	93.4	160.2	4.3	4.7	2
3.7	93.4	160.2	3.9	4.3	2
3.4	93.4	160.2	4.4	4.4	2
2.8	93.4	160.2	4.4	4.3	2
4.4	93.4	160.2	4.1	4.0	2
3.1	93.4	160.2	4.0	3.9	2
2.8	93.4	160.2	4.1	4.8	2
3.7	93.4	160.2	4.5	4.3	2
5.0	93.4	160.2	4.4	4.4	2
3.1	93.4	160.2	4.8	5.0	2
3.1	93.4	160.2	4.9	5.4	2
5.0	93.4	160.2	4.9	5.4	2
3.4	93.4	160.2	4.5	5.2	2
1.9	93.4	160.2	4.3	4.3	2
4.7	93.4	160.2	4.4	4.8	2
5.3	93.4	160.2	4.0	4.9	2
4.1	93.4	160.2	4.1	4.2	2
3.4	93.4	160.2	4.5	4.6	2
4.1	93.4	160.2	4.7	4.9	2
4.1	93.4	160.2	4.6	4.5	2
4.1	93.4	160.2	4.3	4.3	2
3.7	93.4	160.2	4.7	4.8	2
5.0	93.4	160.2	5.0	5.1	2
3.1	93.4	160.2	4.8	4.7	2
4.1	93.4	160.2	4.8	4.7	2
2.5	93.4	160.2	4.5	4.7	2
4.7	93.4	160.2	4.9	5.0	2
3.4	93.4	160.2	4.0	5.0	2
4.1	93.4	160.2	4.2	5.0	2
2.2	93.4	160.2	4.2	5.0	2
7.8	93.4	160.2	4.6	5.0	2
4.7	93.4	160.2	4.2	5.0	2
1.6	93.4	160.2	4.1	4.6	2
5.3	93.4	160.2	4.2	4.4	2
3.7	93.4	160.2	4.3	5.0	2
4.7	93.4	160.2	4.5	4.6	2
4.1	93.4	160.2	4.5	4.5	2
3.1	93.4	160.2	4.7	5.1	2
6.2	93.4	160.2	4.5	4.9	2
2.8	93.4	160.2	4.5	5.3	2
2.8	93.4	160.2	4.5	4.8	2
3.4	93.4	160.2	4.7	5.1	2
6.5	93.4	160.2	4.2	5.3	2
5.0	93.4	160.2	4.6	5.2	2
4.4	93.4	160.2	4.6	5.1	2
2.8	93.4	160.2	4.3	4.4	2
5.3	93.4	160.2	4.5	5.2	2
4.0	93.4	160.2	4.2	4.3	2
4.4	93.4	160.2	4.3	4.7	2
4.7	93.4	160.2	4.4	5.0	2
4.7	93.4	160.2	4.5	4.5	2
4.1	93.4	160.2	4.3	4.2	2
2.8	93.4	160.2	4.2	4.1	2
7.5	93.4	160.2	4.3	4.3	2
5.3	93.4	160.2	4.7	4.6	2
5.9	93.4	160.2	4.8	4.7	2
5.0	93.4	160.2	4.3	4.7	2
4.4	93.4	160.2	4.1	4.5	2
4.0	93.4	160.2	4.2	4.1	2
2.8	93.4	160.2	4.0	4.0	2
3.7	93.4	160.2	4.4	4.3	2
5.0	93.4	160.2	4.3	4.2	2
4.1	93.4	160.2	4.4	4.3	2
5.3	93.4	160.2	4.5	4.4	2
7.2	93.4	160.2	4.4	4.3	2
3.4	93.4	160.2	4.2	4.3	2
4.7	93.4	160.2	3.8	3.8	2
2.2	93.4	160.2	4.4	4.3	2
4.4	93.4	160.2	4.3	4.4	2
2.5	93.4	160.2	4.4	4.4	2
4.7	93.4	160.2	4.5	4.4	2
2.8	93.4	160.2	4.0	4.0	2
6.5	93.4	160.2	4.1	4.9	2
1.9	93.4	160.2	4.2	4.1	2
3.7	93.4	160.2	4.3	4.2	2
2.2	93.4	160.2	4.3	4.2	2
7.8	92.6	158.6	4.2	4.2	2
29.9	101.2	164.8	3.8	3.8	2
34.6	116.3	200.2	3.7	3.7	2
28.7	134.1	216.2	3.8	3.7	2
33.4	151.1	224.5	3.8	3.7	2
7.2	151.1	224.5	3.9	3.8	2
38.9	160.7	233.9	3.2	8.0	2
8.7	161.2	234.3	1.9	15.9	2
9.3	161.2	234.3	0.6	1.8	2
13.1	161.2	234.3	3.8	9.6	2
10.6	161.2	234.3	3.6	8.0	2
11.2	162.1	235.1	1.9	5.9	2
14.0	162.1	235.1	4.0	7.9	2
15.0	162.1	235.1	4.3	7.1	2
13.7	162.1	235.1	4.0	7.0	2
34.0	163.8	236.9	4.1	5.4	2
37.0	164.7	237.7	3.7	21.8	2
12.8	164.7	237.7	3.9	15.2	2
8.1	164.7	237.7	3.8	8.1	2
11.2	164.7	237.7	4.2	8.8	2
12.5	164.7	237.7	3.9	8.3	2
12.1	164.7	237.7	3.9	8.5	2
13.7	165.0	238.2	4.1	9.1	2
14.9	165.0	238.2	4.0	9.6	2
14.3	165.0	238.2	4.2	8.6	2
11.2	165.0	238.2	4.6	7.4	2
16.8	165.0	238.2	4.2	7.6	2
15.6	165.0	238.2	3.9	7.0	2
16.8	165.0	238.2	4.5	7.8	2
16.2	165.0	238.2	4.9	8.2	2
16.5	165.0	238.2	5.1	8.0	2
13.1	165.0	238.2	5.0	8.3	2
11.8	165.0	238.2	4.6	7.8	2
13.7	165.0	238.2	4.8	8.2	2
15.3	165.0	238.2	5.4	8.7	2
14.7	165.0	238.2	5.4	8.3	2
10.9	165.0	238.2	4.8	8.7	2
11.2	165.0	238.2	4.6	7.7	2
15.3	165.0	238.2	4.4	7.2	2
10.0	165.0	238.2	4.3	7.3	2
10.3	165.0	238.2	4.3	7.1	2
12.5	165.0	238.2	4.6	8.3	2
13.7	165.1	238.2	4.3	7.4	2
13.7	165.1	238.2	4.7	7.8	2
16.5	165.2	238.2	4.5	8.4	2
13.7	165.2	238.2	4.5	8.5	2
15.3	165.2	238.2	4.5	8.0	2
12.8	165.2	238.2	4.2	7.8	2
14.3	165.2	238.2	4.9	8.0	2
10.9	165.2	238.2	4.8	8.5	2
8.4	165.2	238.2	4.1	7.7	2
11.2	165.2	238.2	3.9	5.4	2
10.0	165.3	238.2	3.7	4.1	2
13.7	165.3	238.2	3.7	4.1	2
11.5	165.3	238.2	3.9	4.4	2
10.9	165.3	238.2	3.9	4.2	2
12.8	165.3	238.2	3.7	4.2	2
8.1	165.3	238.2	4.1	5.8	2
12.5	165.3	238.2	4.0	4.6	2
10.9	165.3	238.2	3.9	4.3	2
10.6	165.3	238.2	4.5	5.0	2
14.0	165.3	238.2	4.4	5.4	2
11.8	165.4	238.2	4.0	4.8	2
13.1	165.4	238.2	3.9	4.3	2
10.0	165.4	238.2	3.8	4.1	2
11.2	165.4	238.2	3.9	4.2	2
10.3	165.4	238.2	3.9	4.2	2
11.8	165.4	238.2	4.0	4.3	2
12.1	165.4	238.2	4.0	4.2	2
11.8	165.4	238.2	4.0	4.3	2
9.7	165.4	238.2	4.3	4.7	2
11.2	165.4	238.2	3.9	4.3	2
12.5	165.4	238.2	3.9	4.3	2
11.2	165.4	238.2	3.9	4.3	2
11.5	165.4	238.2	3.9	4.3	2
10.3	165.4	238.2	4.0	4.8	2
15.3	165.4	238.2	3.8	4.3	2
8.4	165.4	238.2	3.9	4.8	2
9.7	165.4	238.2	4.1	4.4	2
12.8	165.4	238.2	4.4	5.2	2
11.5	165.4	238.2	4.4	5.7	2
10.0	165.4	238.2	4.1	4.8	2
10.3	165.4	238.2	4.2	4.8	2
8.7	165.4	238.2	3.9	4.3	2
11.2	165.4	238.2	3.9	4.3	2
10.9	165.4	238.2	3.8	4.8	2
8.1	165.4	238.2	3.9	4.7	2
16.2	165.4	238.4	3.7	5.0	2
10.9	165.4	238.4	3.8	6.2	2
20.9	165.4	238.4	4.0	6.1	2
12.5	165.5	238.4	3.7	5.0	2
15.9	165.5	238.4	3.9	4.7	2
14.0	165.5	238.4	4.4	5.2	2
14.0	165.5	238.4	4.8	5.2	2
14.3	165.5	238.4	4.7	5.2	2
14.6	165.5	238.4	4.9	5.2	2
11.8	165.5	238.4	5.0	5.4	2
13.7	165.5	238.4	5.1	5.4	2
11.8	165.5	238.4	4.9	5.7	2
14.3	165.5	238.4	4.6	5.8	2
10.9	165.5	238.4	4.2	4.6	2
8.4	165.5	238.4	4.1	4.5	2
10.9	165.5	238.4	4.3	4.7	2
11.2	165.5	238.4	4.1	4.4	2
8.7	165.5	238.4	4.0	4.3	2
10.6	165.5	238.4	4.2	5.0	2
10.0	165.5	238.4	4.2	4.6	2
12.2	165.5	238.4	4.2	4.8	2
11.9	165.5	238.4	4.1	4.5	2
14.3	165.5	238.4	3.9	5.3	2
7.2	165.5	238.4	4.3	5.1	2
11.9	165.5	238.4	4.3	5.0	2
16.8	165.5	238.4	4.6	5.9	2
15.9	165.5	238.4	4.9	5.8	2
11.9	165.5	238.4	4.3	5.2	2
13.4	165.5	238.4	4.3	4.7	2
13.4	165.5	238.4	4.4	4.5	2
11.8	165.5	238.4	3.9	4.3	2
10.0	165.5	238.4	4.0	4.5	2
10.6	165.5	238.4	4.0	4.4	2
14.7	166.3	239.1	3.8	5.4	2
14.3	166.3	239.1	4.6	6.3	2
17.2	166.3	239.1	4.9	5.3	2
13.4	166.3	239.1	4.9	5.2	2
10.6	166.3	239.1	5.0	5.2	2
12.2	166.3	239.1	4.9	5.2	2
16.5	166.3	239.1	4.9	5.1	2
13.7	166.3	239.1	4.9	5.3	2
14.3	166.3	239.1	4.3	6.2	2
10.9	166.3	239.1	4.5	4.9	2
9.7	166.3	239.1	4.3	4.7	2
16.5	166.3	239.1	3.8	4.2	2
9.7	166.3	239.1	3.7	4.0	2
15.9	166.3	239.1	4.0	4.4	2
9.4	166.3	239.1	4.2	4.7	2
11.8	166.3	239.1	4.5	4.9	2
8.1	166.3	239.1	3.9	4.4	2
9.7	166.3	239.1	4.2	4.5	2
8.7	166.3	239.1	4.4	4.6	2
13.4	166.3	239.1	4.2	4.4	2
12.5	166.3	239.1	4.3	4.6	2
9.4	166.3	239.1	4.2	4.5	2
8.4	166.3	239.1	4.0	4.5	2
12.8	166.3	239.1	4.2	4.5	2
11.2	166.3	239.1	4.2	4.5	2
10.9	166.3	239.1	4.2	4.6	2
11.2	166.3	239.1	4.1	4.5	2
11.5	166.3	239.1	4.0	4.5	2
10.0	166.3	239.1	4.1	4.6	2
10.0	166.3	239.1	3.7	4.2	2
13.7	166.3	239.1	4.3	4.6	2
8.4	166.3	239.1	4.2	4.7	2
9.7	166.3	239.1	4.2	4.6	2
10.3	166.3	239.1	4.3	4.6	2
9.7	166.3	239.1	4.2	4.5	2
10.3	166.3	239.1	4.0	4.3	2
8.4	166.3	239.1	4.2	4.5	2
11.8	166.3	239.1	4.0	4.4	2
8.1	166.3	239.1	4.0	4.4	2
14.7	166.3	239.1	3.9	4.7	2
9.7	166.3	239.1	3.8	4.2	2
11.2	166.3	239.1	3.9	4.3	2
14.0	166.3	239.1	4.1	5.0	2
15.6	166.3	239.1	4.4	5.6	2
14.3	166.3	239.1	4.2	5.0	2
14.9	166.3	239.1	4.3	5.1	2
17.4	166.3	239.1	4.8	5.3	2
15.9	166.3	239.1	4.8	5.4	2
13.4	166.3	239.1	4.8	5.2	2
13.7	166.3	239.1	4.5	5.1	2
10.6	166.3	239.1	4.6	5.1	2
14.3	166.3	239.1	4.8	5.3	2
13.4	166.3	239.1	4.4	4.9	2
14.0	166.3	239.1	4.8	5.5	2
16.2	166.3	239.1	4.8	5.4	2
10.3	166.3	239.1	4.0	4.7	2
13.1	166.3	239.1	4.6	5.3	2
12.2	166.3	239.1	4.0	4.7	2
11.8	166.3	239.1	4.4	5.0	2
15.6	166.3	239.1	4.4	6.0	2
14.0	166.3	239.1	3.8	4.3	2
6.6	166.3	239.1	3.9	4.3	2
12.5	166.3	239.1	3.9	4.4	2
11.2	166.4	239.1	3.8	4.4	2
10.9	166.4	239.1	4.2	4.7	2
